,dataset,column,partition,min,max,median,unique,n_class,p_class,instances
29,ASSISTments,problem_type_open_response,B,0.0,0.0,0.0,1,0.552880075542965,0.4471199244570349,2118
30,ASSISTments,tutor_mode_tutor,A,1.0,1.0,1.0,1,0.3060490130391821,0.6939509869608179,2665658
31,ASSISTments,tutor_mode_tutor,B,1.0,1.0,1.0,1,0.552880075542965,0.4471199244570349,2118
32,ASSISTments,type_LinearSection,A,0.0,1.0,0.0,2,0.3060490130391821,0.6939509869608179,2665658
33,ASSISTments,type_LinearSection,B,0.0,1.0,1.0,2,0.552880075542965,0.4471199244570349,2118
34,ASSISTments,type_MasterySection,A,0.0,1.0,1.0,2,0.3060490130391821,0.6939509869608179,2665658
35,ASSISTments,type_MasterySection,B,0.0,1.0,0.0,2,0.552880075542965,0.4471199244570349,2118
36,ASSISTments,type_RandomChildOrderSection,A,0.0,1.0,0.0,2,0.3060490130391821,0.6939509869608179,2665658
37,ASSISTments,type_RandomChildOrderSection,B,0.0,1.0,0.0,2,0.552880075542965,0.4471199244570349,2118
38,ASSISTments,type_RandomIterateSection,A,0.0,1.0,0.0,2,0.3060490130391821,0.6939509869608179,2665658
39,ASSISTments,type_RandomIterateSection,B,0.0,0.0,0.0,1,0.552880075542965,0.4471199244570349,2118
40,ASSISTments,type_PlacementsSection,A,0.0,1.0,0.0,2,0.3060490130391821,0.6939509869608179,2665658
41,ASSISTments,type_PlacementsSection,B,0.0,0.0,0.0,1,0.552880075542965,0.4471199244570349,2118
42,ASSISTments,type_ChooseConditionSection,A,0.0,1.0,0.0,2,0.3060490130391821,0.6939509869608179,2665658
43,ASSISTments,type_ChooseConditionSection,B,0.0,0.0,0.0,1,0.552880075542965,0.4471199244570349,2118
44,ASSISTments,type_NumericLimitSection,A,0.0,1.0,0.0,2,0.3060490130391821,0.6939509869608179,2665658
45,ASSISTments,type_NumericLimitSection,B,0.0,0.0,0.0,1,0.552880075542965,0.4471199244570349,2118
46,ASSISTments,bottom_hint,A,0.0,1.0,0.0,2,0.3060490130391821,0.6939509869608179,2665658
47,ASSISTments,bottom_hint,B,0.0,1.0,0.0,2,0.552880075542965,0.4471199244570349,2118
48,ASSISTments,skill_id,A,1.0,1641.0,277.0,265,0.3060490130391821,0.6939509869608179,2665658
49,ASSISTments,skill_id,B,5.0,366.0,277.0,59,0.552880075542965,0.4471199244570349,2118
50,ASSISTments,first_action,A,0.0,2.0,0.0,3,0.3060490130391821,0.6939509869608179,2665658
51,ASSISTments,first_action,B,0.0,2.0,0.0,3,0.552880075542965,0.4471199244570349,2118
52,Childhood Lead,RIDAGEYR,A,0.0,4.0,2.0,5,0.9743207534385798,0.02567924656142015,14759
53,Childhood Lead,RIDAGEYR,B,0.0,4.0,2.0,5,0.9204081632653062,0.07959183673469387,12740
54,Childhood Lead,DMDEDUC2_MISSING,A,1.0,1.0,1.0,1,0.9743207534385798,0.02567924656142015,14759
55,Childhood Lead,DMDEDUC2_MISSING,B,1.0,1.0,1.0,1,0.9204081632653062,0.07959183673469387,12740
56,Childhood Lead,DMDMARTL_MISSING,A,0.0,1.0,1.0,2,0.9743207534385798,0.02567924656142015,14759
57,Childhood Lead,DMDMARTL_MISSING,B,0.0,1.0,1.0,2,0.9204081632653062,0.07959183673469387,12740
58,Childhood Lead,DMDMARTL_50,A,0.0,1.0,0.0,2,0.9743207534385798,0.02567924656142015,14759
59,Childhood Lead,DMDMARTL_50,B,0.0,1.0,0.0,2,0.9204081632653062,0.07959183673469387,12740
60,Childhood Lead,DMDMARTL_10,A,0.0,1.0,0.0,2,0.9743207534385798,0.02567924656142015,14759
61,Childhood Lead,DMDMARTL_10,B,0.0,1.0,0.0,2,0.9204081632653062,0.07959183673469387,12740
62,Childhood Lead,DMDMARTL_40,A,0.0,1.0,0.0,2,0.9743207534385798,0.02567924656142015,14759
63,Childhood Lead,DMDMARTL_40,B,0.0,1.0,0.0,2,0.9204081632653062,0.07959183673469387,12740
64,Childhood Lead,DMDMARTL_60,A,0.0,1.0,0.0,2,0.9743207534385798,0.02567924656142015,14759
65,Childhood Lead,DMDMARTL_60,B,0.0,1.0,0.0,2,0.9204081632653062,0.07959183673469387,12740
66,Childhood Lead,DMDMARTL_20,A,0.0,1.0,0.0,2,0.9743207534385798,0.02567924656142015,14759
67,Childhood Lead,DMDMARTL_20,B,0.0,0.0,0.0,1,0.9204081632653062,0.07959183673469387,12740
68,Childhood Lead,DMDMARTL_990,A,0.0,1.0,0.0,2,0.9743207534385798,0.02567924656142015,14759
69,Childhood Lead,DMDMARTL_990,B,0.0,0.0,0.0,1,0.9204081632653062,0.07959183673469387,12740
70,Childhood Lead,DMDMARTL_770,A,0.0,0.0,0.0,1,0.9743207534385798,0.02567924656142015,14759
71,Childhood Lead,DMDMARTL_770,B,0.0,1.0,0.0,2,0.9204081632653062,0.07959183673469387,12740
72,Childhood Lead,DMDMARTL_30,A,0.0,1.0,0.0,2,0.9743207534385798,0.02567924656142015,14759
73,Childhood Lead,DMDMARTL_30,B,0.0,0.0,0.0,1,0.9204081632653062,0.07959183673469387,12740
74,Childhood Lead,DMDBORN4_MISSING,A,0.0,1.0,1.0,2,0.9743207534385798,0.02567924656142015,14759
75,Childhood Lead,DMDBORN4_MISSING,B,0.0,1.0,1.0,2,0.9204081632653062,0.07959183673469387,12740
76,Childhood Lead,DMDBORN4_10,A,0.0,1.0,0.0,2,0.9743207534385798,0.02567924656142015,14759
77,Childhood Lead,DMDBORN4_10,B,0.0,1.0,0.0,2,0.9204081632653062,0.07959183673469387,12740
78,Childhood Lead,DMDBORN4_20,A,0.0,1.0,0.0,2,0.9743207534385798,0.02567924656142015,14759
79,Childhood Lead,DMDBORN4_20,B,0.0,1.0,0.0,2,0.9204081632653062,0.07959183673469387,12740
80,Childhood Lead,RIAGENDR,A,0.0,1.0,1.0,2,0.9743207534385798,0.02567924656142015,14759
81,Childhood Lead,RIAGENDR,B,0.0,1.0,1.0,2,0.9204081632653062,0.07959183673469387,12740
82,Childhood Lead,nhanes_year,A,1999.0,2017.0,2005.0,10,0.9743207534385798,0.02567924656142015,14759
83,Childhood Lead,nhanes_year,B,1999.0,2017.0,2007.0,10,0.9204081632653062,0.07959183673469387,12740
84,Childhood Lead,RIDRETH_merged,A,0.0,1.0,0.0,2,0.9743207534385798,0.02567924656142015,14759
85,Childhood Lead,RIDRETH_merged,B,0.0,1.0,0.0,2,0.9204081632653062,0.07959183673469387,12740
86,College Scorecard,sch_deg,A,-1.0,1.0,0.0,3,0.8747443098801909,0.12525569011980908,123196
87,College Scorecard,sch_deg,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
88,College Scorecard,NUMBRANCH,A,0.0,11.0,0.0,12,0.8747443098801909,0.12525569011980908,123196
89,College Scorecard,NUMBRANCH,B,0.0,11.0,0.0,12,0.6846307385229541,0.3153692614770459,1503
90,College Scorecard,locale2,A,-1.0,-1.0,-1.0,1,0.8747443098801909,0.12525569011980908,123196
91,College Scorecard,locale2,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
92,College Scorecard,ADM_RATE,A,-1.0,90.0,-1.0,92,0.8747443098801909,0.12525569011980908,123196
93,College Scorecard,ADM_RATE,B,-1.0,90.0,21.0,92,0.6846307385229541,0.3153692614770459,1503
94,College Scorecard,ADM_RATE_ALL,A,-1.0,91.0,-1.0,93,0.8747443098801909,0.12525569011980908,123196
95,College Scorecard,ADM_RATE_ALL,B,-1.0,91.0,21.0,93,0.6846307385229541,0.3153692614770459,1503
96,College Scorecard,SATVRMID,A,-1.0,62.0,-1.0,64,0.8747443098801909,0.12525569011980908,123196
97,College Scorecard,SATVRMID,B,-1.0,59.0,-1.0,55,0.6846307385229541,0.3153692614770459,1503
98,College Scorecard,SATMTMID,A,-1.0,57.0,-1.0,58,0.8747443098801909,0.12525569011980908,123196
99,College Scorecard,SATMTMID,B,-1.0,55.0,-1.0,51,0.6846307385229541,0.3153692614770459,1503
100,College Scorecard,SATWRMID,A,-1.0,59.0,-1.0,60,0.8747443098801909,0.12525569011980908,123196
101,College Scorecard,SATWRMID,B,-1.0,53.0,-1.0,50,0.6846307385229541,0.3153692614770459,1503
102,College Scorecard,ACTCMMID,A,-1.0,17.0,-1.0,19,0.8747443098801909,0.12525569011980908,123196
103,College Scorecard,ACTCMMID,B,-1.0,16.0,-1.0,18,0.6846307385229541,0.3153692614770459,1503
104,College Scorecard,ACTENMID,A,-1.0,18.0,-1.0,20,0.8747443098801909,0.12525569011980908,123196
105,College Scorecard,ACTENMID,B,-1.0,18.0,-1.0,19,0.6846307385229541,0.3153692614770459,1503
106,College Scorecard,ACTMTMID,A,-1.0,17.0,-1.0,19,0.8747443098801909,0.12525569011980908,123196
107,College Scorecard,ACTMTMID,B,-1.0,15.0,-1.0,17,0.6846307385229541,0.3153692614770459,1503
108,College Scorecard,ACTWRMID,A,-1.0,20.0,-1.0,21,0.8747443098801909,0.12525569011980908,123196
109,College Scorecard,ACTWRMID,B,-1.0,7.0,-1.0,8,0.6846307385229541,0.3153692614770459,1503
110,College Scorecard,PCIP01,A,-1.0,9.0,0.0,11,0.8747443098801909,0.12525569011980908,123196
111,College Scorecard,PCIP01,B,-1.0,9.0,0.0,11,0.6846307385229541,0.3153692614770459,1503
112,College Scorecard,PCIP03,A,-1.0,9.0,0.0,11,0.8747443098801909,0.12525569011980908,123196
113,College Scorecard,PCIP03,B,-1.0,9.0,0.0,11,0.6846307385229541,0.3153692614770459,1503
114,College Scorecard,PCIP04,A,-1.0,3.0,0.0,5,0.8747443098801909,0.12525569011980908,123196
115,College Scorecard,PCIP04,B,-1.0,3.0,0.0,5,0.6846307385229541,0.3153692614770459,1503
116,College Scorecard,PCIP05,A,-1.0,7.0,0.0,9,0.8747443098801909,0.12525569011980908,123196
117,College Scorecard,PCIP05,B,-1.0,7.0,0.0,9,0.6846307385229541,0.3153692614770459,1503
118,College Scorecard,PCIP09,A,-1.0,20.0,0.0,22,0.8747443098801909,0.12525569011980908,123196
119,College Scorecard,PCIP09,B,-1.0,20.0,0.0,22,0.6846307385229541,0.3153692614770459,1503
120,College Scorecard,PCIP10,A,-1.0,8.0,0.0,10,0.8747443098801909,0.12525569011980908,123196
121,College Scorecard,PCIP10,B,-1.0,8.0,0.0,10,0.6846307385229541,0.3153692614770459,1503
122,College Scorecard,PCIP11,A,-1.0,44.0,0.0,46,0.8747443098801909,0.12525569011980908,123196
123,College Scorecard,PCIP11,B,-1.0,44.0,2.0,46,0.6846307385229541,0.3153692614770459,1503
124,College Scorecard,PCIP12,A,-1.0,14.0,0.0,16,0.8747443098801909,0.12525569011980908,123196
125,College Scorecard,PCIP12,B,-1.0,14.0,0.0,16,0.6846307385229541,0.3153692614770459,1503
126,College Scorecard,PCIP13,A,-1.0,28.0,0.0,30,0.8747443098801909,0.12525569011980908,123196
127,College Scorecard,PCIP13,B,-1.0,28.0,0.0,30,0.6846307385229541,0.3153692614770459,1503
128,College Scorecard,PCIP14,A,-1.0,11.0,0.0,13,0.8747443098801909,0.12525569011980908,123196
129,College Scorecard,PCIP14,B,-1.0,11.0,0.0,13,0.6846307385229541,0.3153692614770459,1503
130,College Scorecard,PCIP15,A,-1.0,26.0,0.0,28,0.8747443098801909,0.12525569011980908,123196
131,College Scorecard,PCIP15,B,-1.0,26.0,0.0,28,0.6846307385229541,0.3153692614770459,1503
132,College Scorecard,PCIP16,A,-1.0,16.0,0.0,18,0.8747443098801909,0.12525569011980908,123196
133,College Scorecard,PCIP16,B,-1.0,16.0,0.0,18,0.6846307385229541,0.3153692614770459,1503
134,College Scorecard,PCIP19,A,-1.0,17.0,0.0,19,0.8747443098801909,0.12525569011980908,123196
135,College Scorecard,PCIP19,B,-1.0,17.0,0.0,19,0.6846307385229541,0.3153692614770459,1503
136,College Scorecard,PCIP22,A,-1.0,16.0,0.0,18,0.8747443098801909,0.12525569011980908,123196
137,College Scorecard,PCIP22,B,-1.0,16.0,0.0,18,0.6846307385229541,0.3153692614770459,1503
138,College Scorecard,PCIP23,A,-1.0,22.0,0.0,24,0.8747443098801909,0.12525569011980908,123196
139,College Scorecard,PCIP23,B,-1.0,22.0,0.0,24,0.6846307385229541,0.3153692614770459,1503
140,College Scorecard,PCIP24,A,-1.0,31.0,0.0,33,0.8747443098801909,0.12525569011980908,123196
141,College Scorecard,PCIP24,B,-1.0,31.0,0.0,33,0.6846307385229541,0.3153692614770459,1503
142,College Scorecard,PCIP25,A,-1.0,0.0,0.0,2,0.8747443098801909,0.12525569011980908,123196
143,College Scorecard,PCIP25,B,-1.0,0.0,0.0,2,0.6846307385229541,0.3153692614770459,1503
144,College Scorecard,PCIP26,A,-1.0,23.0,0.0,25,0.8747443098801909,0.12525569011980908,123196
145,College Scorecard,PCIP26,B,-1.0,23.0,0.0,25,0.6846307385229541,0.3153692614770459,1503
146,College Scorecard,PCIP27,A,-1.0,20.0,0.0,22,0.8747443098801909,0.12525569011980908,123196
147,College Scorecard,PCIP27,B,-1.0,20.0,0.0,22,0.6846307385229541,0.3153692614770459,1503
148,College Scorecard,PCIP29,A,-1.0,0.0,0.0,2,0.8747443098801909,0.12525569011980908,123196
149,College Scorecard,PCIP29,B,-1.0,0.0,0.0,2,0.6846307385229541,0.3153692614770459,1503
150,College Scorecard,PCIP30,A,-1.0,16.0,0.0,18,0.8747443098801909,0.12525569011980908,123196
151,College Scorecard,PCIP30,B,-1.0,16.0,0.0,18,0.6846307385229541,0.3153692614770459,1503
152,College Scorecard,PCIP31,A,-1.0,13.0,0.0,15,0.8747443098801909,0.12525569011980908,123196
153,College Scorecard,PCIP31,B,-1.0,13.0,0.0,15,0.6846307385229541,0.3153692614770459,1503
154,College Scorecard,PCIP38,A,-1.0,14.0,0.0,16,0.8747443098801909,0.12525569011980908,123196
155,College Scorecard,PCIP38,B,-1.0,14.0,0.0,16,0.6846307385229541,0.3153692614770459,1503
156,College Scorecard,PCIP39,A,-1.0,5.0,0.0,7,0.8747443098801909,0.12525569011980908,123196
157,College Scorecard,PCIP39,B,-1.0,5.0,0.0,7,0.6846307385229541,0.3153692614770459,1503
158,College Scorecard,PCIP40,A,-1.0,19.0,0.0,21,0.8747443098801909,0.12525569011980908,123196
159,College Scorecard,PCIP40,B,-1.0,19.0,0.0,21,0.6846307385229541,0.3153692614770459,1503
160,College Scorecard,PCIP41,A,-1.0,2.0,0.0,4,0.8747443098801909,0.12525569011980908,123196
161,College Scorecard,PCIP41,B,-1.0,2.0,0.0,4,0.6846307385229541,0.3153692614770459,1503
162,College Scorecard,PCIP42,A,-1.0,23.0,0.0,25,0.8747443098801909,0.12525569011980908,123196
163,College Scorecard,PCIP42,B,-1.0,23.0,0.0,25,0.6846307385229541,0.3153692614770459,1503
164,College Scorecard,PCIP43,A,-1.0,26.0,0.0,28,0.8747443098801909,0.12525569011980908,123196
165,College Scorecard,PCIP43,B,-1.0,26.0,0.0,28,0.6846307385229541,0.3153692614770459,1503
166,College Scorecard,PCIP44,A,-1.0,16.0,0.0,18,0.8747443098801909,0.12525569011980908,123196
167,College Scorecard,PCIP44,B,-1.0,16.0,0.0,18,0.6846307385229541,0.3153692614770459,1503
168,College Scorecard,PCIP45,A,-1.0,23.0,0.0,25,0.8747443098801909,0.12525569011980908,123196
169,College Scorecard,PCIP45,B,-1.0,23.0,0.0,25,0.6846307385229541,0.3153692614770459,1503
170,College Scorecard,PCIP46,A,-1.0,11.0,0.0,13,0.8747443098801909,0.12525569011980908,123196
171,College Scorecard,PCIP46,B,-1.0,11.0,0.0,12,0.6846307385229541,0.3153692614770459,1503
172,College Scorecard,PCIP47,A,-1.0,18.0,0.0,20,0.8747443098801909,0.12525569011980908,123196
173,College Scorecard,PCIP47,B,-1.0,18.0,0.0,18,0.6846307385229541,0.3153692614770459,1503
174,College Scorecard,PCIP48,A,-1.0,12.0,0.0,14,0.8747443098801909,0.12525569011980908,123196
175,College Scorecard,PCIP48,B,-1.0,12.0,0.0,12,0.6846307385229541,0.3153692614770459,1503
176,College Scorecard,PCIP49,A,-1.0,5.0,0.0,7,0.8747443098801909,0.12525569011980908,123196
177,College Scorecard,PCIP49,B,-1.0,5.0,0.0,7,0.6846307385229541,0.3153692614770459,1503
178,College Scorecard,PCIP50,A,-1.0,31.0,0.0,33,0.8747443098801909,0.12525569011980908,123196
179,College Scorecard,PCIP50,B,-1.0,31.0,4.0,33,0.6846307385229541,0.3153692614770459,1503
180,College Scorecard,PCIP51,A,-1.0,50.0,5.0,52,0.8747443098801909,0.12525569011980908,123196
181,College Scorecard,PCIP51,B,-1.0,50.0,5.0,52,0.6846307385229541,0.3153692614770459,1503
182,College Scorecard,PCIP52,A,-1.0,55.0,1.0,57,0.8747443098801909,0.12525569011980908,123196
183,College Scorecard,PCIP52,B,-1.0,55.0,18.0,57,0.6846307385229541,0.3153692614770459,1503
184,College Scorecard,PCIP54,A,-1.0,19.0,0.0,21,0.8747443098801909,0.12525569011980908,123196
185,College Scorecard,PCIP54,B,-1.0,19.0,0.0,21,0.6846307385229541,0.3153692614770459,1503
186,College Scorecard,UGDS,A,-1.0,99.0,43.0,101,0.8747443098801909,0.12525569011980908,123196
187,College Scorecard,UGDS,B,-1.0,99.0,61.0,101,0.6846307385229541,0.3153692614770459,1503
188,College Scorecard,UG,A,-1.0,99.0,-1.0,101,0.8747443098801909,0.12525569011980908,123196
189,College Scorecard,UG,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
190,College Scorecard,UGDS_WHITE,A,-1.0,75.0,-1.0,77,0.8747443098801909,0.12525569011980908,123196
191,College Scorecard,UGDS_WHITE,B,-1.0,75.0,38.0,77,0.6846307385229541,0.3153692614770459,1503
192,College Scorecard,UGDS_BLACK,A,-1.0,72.0,-1.0,74,0.8747443098801909,0.12525569011980908,123196
193,College Scorecard,UGDS_BLACK,B,-1.0,72.0,28.0,74,0.6846307385229541,0.3153692614770459,1503
194,College Scorecard,UGDS_HISP,A,-1.0,70.0,-1.0,72,0.8747443098801909,0.12525569011980908,123196
195,College Scorecard,UGDS_HISP,B,-1.0,70.0,30.0,72,0.6846307385229541,0.3153692614770459,1503
196,College Scorecard,UGDS_ASIAN,A,-1.0,60.0,-1.0,62,0.8747443098801909,0.12525569011980908,123196
197,College Scorecard,UGDS_ASIAN,B,-1.0,60.0,21.0,62,0.6846307385229541,0.3153692614770459,1503
198,College Scorecard,UGDS_AIAN,A,-1.0,50.0,-1.0,52,0.8747443098801909,0.12525569011980908,123196
199,College Scorecard,UGDS_AIAN,B,-1.0,50.0,11.0,52,0.6846307385229541,0.3153692614770459,1503
200,College Scorecard,UGDS_NHPI,A,-1.0,34.0,-1.0,36,0.8747443098801909,0.12525569011980908,123196
201,College Scorecard,UGDS_NHPI,B,-1.0,34.0,5.0,36,0.6846307385229541,0.3153692614770459,1503
202,College Scorecard,UGDS_2MOR,A,-1.0,50.0,-1.0,52,0.8747443098801909,0.12525569011980908,123196
203,College Scorecard,UGDS_2MOR,B,-1.0,50.0,23.0,52,0.6846307385229541,0.3153692614770459,1503
204,College Scorecard,UGDS_NRA,A,-1.0,45.0,0.0,47,0.8747443098801909,0.12525569011980908,123196
205,College Scorecard,UGDS_NRA,B,-1.0,45.0,13.0,47,0.6846307385229541,0.3153692614770459,1503
206,College Scorecard,UGDS_UNKN,A,-1.0,58.0,2.0,60,0.8747443098801909,0.12525569011980908,123196
207,College Scorecard,UGDS_UNKN,B,-1.0,58.0,20.0,60,0.6846307385229541,0.3153692614770459,1503
208,College Scorecard,UGDS_WHITENH,A,-1.0,87.0,15.0,89,0.8747443098801909,0.12525569011980908,123196
209,College Scorecard,UGDS_WHITENH,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
210,College Scorecard,UGDS_BLACKNH,A,-1.0,83.0,9.0,85,0.8747443098801909,0.12525569011980908,123196
211,College Scorecard,UGDS_BLACKNH,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
212,College Scorecard,UGDS_API,A,-1.0,71.0,0.0,73,0.8747443098801909,0.12525569011980908,123196
213,College Scorecard,UGDS_API,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
214,College Scorecard,UGDS_AIANOld,A,-1.0,58.0,0.0,60,0.8747443098801909,0.12525569011980908,123196
215,College Scorecard,UGDS_AIANOld,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
216,College Scorecard,UGDS_HISPOld,A,-1.0,79.0,6.0,81,0.8747443098801909,0.12525569011980908,123196
217,College Scorecard,UGDS_HISPOld,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
218,College Scorecard,UG_NRA,A,-1.0,48.0,-1.0,50,0.8747443098801909,0.12525569011980908,123196
219,College Scorecard,UG_NRA,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
220,College Scorecard,UG_UNKN,A,-1.0,50.0,-1.0,52,0.8747443098801909,0.12525569011980908,123196
221,College Scorecard,UG_UNKN,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
222,College Scorecard,UG_WHITENH,A,-1.0,91.0,-1.0,93,0.8747443098801909,0.12525569011980908,123196
223,College Scorecard,UG_WHITENH,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
224,College Scorecard,UG_BLACKNH,A,-1.0,87.0,-1.0,89,0.8747443098801909,0.12525569011980908,123196
225,College Scorecard,UG_BLACKNH,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
226,College Scorecard,UG_API,A,-1.0,73.0,-1.0,75,0.8747443098801909,0.12525569011980908,123196
227,College Scorecard,UG_API,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
228,College Scorecard,UG_AIANOld,A,-1.0,59.0,-1.0,61,0.8747443098801909,0.12525569011980908,123196
229,College Scorecard,UG_AIANOld,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
230,College Scorecard,UG_HISPOld,A,-1.0,80.0,-1.0,82,0.8747443098801909,0.12525569011980908,123196
231,College Scorecard,UG_HISPOld,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
232,College Scorecard,PPTUG_EF,A,-1.0,71.0,14.0,73,0.8747443098801909,0.12525569011980908,123196
233,College Scorecard,PPTUG_EF,B,-1.0,71.0,17.0,72,0.6846307385229541,0.3153692614770459,1503
234,College Scorecard,PPTUG_EF2,A,-1.0,72.0,-1.0,74,0.8747443098801909,0.12525569011980908,123196
235,College Scorecard,PPTUG_EF2,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
236,College Scorecard,NPT4_PROG,A,-1.0,99.0,-1.0,101,0.8747443098801909,0.12525569011980908,123196
237,College Scorecard,NPT4_PROG,B,-1.0,-1.0,-1.0,1,0.6846307385229541,0.3153692614770459,1503
238,College Scorecard,COSTT4_A,A,-1.0,99.0,-1.0,101,0.8747443098801909,0.12525569011980908,123196
239,College Scorecard,COSTT4_A,B,-1.0,99.0,60.0,96,0.6846307385229541,0.3153692614770459,1503
240,College Scorecard,COSTT4_P,A,-1.0,99.0,-1.0,101,0.8747443098801909,0.12525569011980908,123196
241,College Scorecard,COSTT4_P,B,-1.0,89.0,-1.0,10,0.6846307385229541,0.3153692614770459,1503
242,College Scorecard,TUITIONFEE_IN,A,-1.0,99.0,-1.0,101,0.8747443098801909,0.12525569011980908,123196
243,College Scorecard,TUITIONFEE_IN,B,-1.0,99.0,70.0,83,0.6846307385229541,0.3153692614770459,1503
244,College Scorecard,TUITIONFEE_OUT,A,-1.0,99.0,-1.0,101,0.8747443098801909,0.12525569011980908,123196
245,College Scorecard,TUITIONFEE_OUT,B,-1.0,99.0,74.0,96,0.6846307385229541,0.3153692614770459,1503
